review,stemmed_review,Transaction Efficiency,User Experience,Account Access and Registration,Balance and Charges
"Parah, susah di buka",parah susah buka,0,2,0,0
Knapa sih minta update terus kagak jelas,minta baru jelas,0,2,0,0
"apk tidak recommended banyak apk lain yang lebih nyaman dari ini,,,transaksi saya tidak d proses mana saldonya ilang lagi dan lagi urgent duit nya😬😬😬",recommended banyak lebih nyaman initransaksi proses saldo hilang urgent duit,2,2,0,2
Transfer ke bank gagal sudah 3 hari uang saya mengendap .. Respon customer service lama,transfer bank gagal hari uang endap respon customer service lama,2,2,0,2
sangat bermanfaat,manfaat,0,1,0,0
Mudah dan praktis,mudah praktis,0,1,0,0
"Tiap transfer ke rek bank suka tertahan,di balikkin nya nyampe 1 Minggu. Sekarang juga transfer ke BCA,masih tertahan udah 5 hari!!! Ovo sekarang kenapa y!!?lama respon nya cs....",tiap transfer rek bank suka tertahandi balikkin minggu sekarang transfer bcamasih tahan hari sekarang ylama respon rekan,2,2,0,0
"Mau isi pulsa aja gak bisa ,padahal saldo cukup sesuai pulsa yg mau diisi ,hadeuh",isi pulsa saldo cukup sesuai pulsa isi aduh,2,0,0,0
"Gajelas,,tiap transfer ke ovo lain gagal dan saldo terpotong tapi gak masuk di ovo yg di tf mending gausah pake ovo",gajelastiap transfer gagal saldo potong masuk transfer mending usah pakai,2,2,0,2
Gampang gk ribet,gampang ribet,0,1,0,0
"Tidak worth it, menyimpan saldo di ovo , pas mau narik ke ATM mlh delay, dan nunggu nya 3 hari pula, no recommended, kyknya belum hal lain ketahuan entah saat transaksi pembelian bisa jdi ad kendala juga",worth it simpan saldo tarik atm delay tunggu hari no recommended seperti tahu entah transaksi beli kendala,0,2,0,2
Gampang banget pake aplikasi ovo berguna buat pembayaran apapun,gampang pakai aplikasi guna buat bayar apa,1,1,0,0
Sangat puas,puas,0,1,0,0
KENAPA TRANSAKSI SY SELALU GAGAL SUDAH LAPOR TTP GAGAL SUDAH UN INSTAL TETAP GAGAL SUDAH DI UPDATE TETEP GAGAL!!!!!!!!!!!!!!!!,transaksi selalu gagal lapor tetap gagal uji nasional instal tetap gagal baru tetap gagal,2,2,0,0
"Terpaksa saya kasih bintang 1 . Scan QR gagal terus, sistem jelek banget sekarang",paksa kasih bintang scan qr gagal sistem jelek sekarang,2,2,0,0
Sangat aman dan puas,aman puas,0,1,0,0
Sering eror,sering eror,0,2,0,0
"Aplikasi Ovo ini kenapa sih kalau misalnya mau buka aplikasi nya diharus kan pakai wifi, tolong utk pihak ovo agar diperbaikin sistemnnya",aplikasi misal buka aplikasi harus pakai wifi pihak diperbaikin sistemnnya,0,2,0,0
Update malah jadi ampas. Beli Reksadana di ovo gagal bayar terus.,baru ampas beli reksadana gagal bayar,2,2,0,0
Parah mau transfer aja ga bisa terus. Update rutin kualitas rungkad,parah transfer baru rutin kualitas rungkad,2,2,0,0
Ovo cepat banged,cepat,0,1,0,0
"Proses upgrade nya ribet, saran lebih bagus kalau bisa langsung online sih",proses tingkat ribet saran lebih bagus langsung online,0,0,2,0
"Bagus, sangat membantu payment",bagus bantu payment,1,0,0,0
Gangguan trs d pke byr akulaku.. Ribet dah,ganggu pakai bayar akulaku ribet,2,2,0,0
Belintoken listrik ga bisa dipake,belintoken listrik pakai,2,0,0,0
"baru bikin akun ovo sudah top up malah gak bisa transfer, gak bisa scan qrs, ovo emng ewallet terburuk, mau top up lagi jadi ragu mending uninstall aja, jgn pake ovo klo gak mau duit mu hilang gak bisa di apa² juga kalo sudah kena batas, penipuan berkedok ewallet",baru bikin akun topup transfer scan qrs ewallet buruk topup ragu mending uninstall jangan pakai duit mu hilang batas tipu kedok ewallet,2,2,0,0
"Tolong solusinya,saya ingin melakukan transaksi namun gagal terus",solusinyasaya laku transaksi gagal,2,0,0,0
Tolong ovo jangan mempersulit pas waktu masukan kode fripikasi nya disuruh masukin kode dikasi 7 angka tapi kolomnya 6 maksutnya apa,jangan sulit waktu masuk kode fripikasi suruh masuk kode kasih angka kolom maksud,0,2,2,0
"saya bli kuota tp dateng nya lama bgt lg butuh kuota buru buru malah jdi nunggu gimna si, pelayanan nya kurang",beli kuota datang lama butuh kuota buru buru tunggu layan kurang,2,2,0,0
beli paket/pulsa prosesnya lama ga kaya apk dana sekali beli langsung masuk ini udah lama nunggu blom masuk juga hadeuhh,beli paketpulsa proses lama dana sekali beli langsung masuk lama tunggu masuk aduh,2,2,0,0
Ok mantul,oke mantap betul,0,1,0,0
Keren bgt.. transfer ke ovo sedetik kurang.. mantap2..,keren transfer detik kurang mantap,1,1,0,0
Gangguan terus .. Bukan makin bagus Malah makin lelet bnyak gangguan nya.,ganggu bukan makin bagus makin lelet banyak ganggu,0,2,0,0
"Mantap gan, cepat betul",mantap juragan cepat betul,0,1,0,0
"Semoga ovo ada dana spaylater atau dana cicil nya kaya yang lain,,makasih",moga dana spaylater dana cicil lainmakasih,1,0,0,0
Aplikasi yang bagus,aplikasi bagus,0,1,0,0
Parah akunku cuma di logo doang gak bisa ke buka,parah akun logo doang buka,0,2,0,0
"Transaksi gagal terus menerus, sudah berhari hari begini. Tolong kepada pihak ovo segera memperbaiki hal ini.",transaksi gagal terus hari hari begini pihak segera baik,2,2,0,0
Pembayaran lewat qris sering troble tolong cepat di perbaiki.,bayar lewat qris sering troble cepat baik,2,0,0,0
Mempermudah dan cepat,mudah cepat,0,1,0,0
"Ovo MALING HATI HATI YA DE, JANGAN DEH..!! KLO UDAH DOWNLOAD LANGSUNG HAPUS SAJA, AMANKAN UANG ANDA",maling hati hati deh jangan deh unduh langsung hapus aman uang,0,2,0,0
mudah sekali,mudah sekali,0,1,0,0
Mantap ovo,mantap,0,1,0,0
"Setelah update pertanggal 13 Agustus 2024 pembayaran menggunakan Qris gagal terus. Sampai hari ini tadi sekitar jam 20:55 coba pembayaran lagi tetap gagal. Chat ke pusat bantuan bicara panjang lebar disuruh hard reset, karena hp saya terdeteksi menggunakan aplikasi modifikasi. Saya jelaskan Hp saya baru beli Merk Xiaomi Redmi A3 tetep jawaban disuruh hard reset. Tiba-tiba chat terputus padahal baru bales. Tidak profesional sekali. Akhirnya chat kedua kalinya ditindaklanjuti dan akan ditlpn.",baru tanggal agustus bayar guna qris gagal hari tadi jam coba bayar tetap gagal chat pusat bantu bicara panjang lebar suruh hard reset handphone deteksi guna aplikasi modifikasi jelas handphone baru beli merek xiaomi redmi a tetap jawab suruh hard reset tiba tiba chat putus baru balas profesional sekali akhir chat dua kali ditindaklanjuti ditlpn,2,2,0,0
Sangat bagus apk nyh,bagus nyh,0,1,0,0
Tf ke bca masih dalam proses dah 3hari ini duit dikembalikan kaga ke akun ovo masuk ke bca kaga ini e-walet apa rampog?,transfer baca proses hari duit kembali akun masuk baca ewalet rampog,2,2,0,0
Sering gagal melakukan transaksi pembayaran,sering gagal laku transaksi bayar,2,0,0,0
"apanih ovo, gw udah pake ovo lama tp knp tiba2 error gini dah, maintenance apa gmn, tf gabisa qris pun gabisa, secepetnya diperbaiki, jgn merepotkan pengguna",apanih pakai lama tiba error begini maintenance transfer qris cepat baik jangan repot guna,2,2,0,0
Ovo 50/0/// aplikasi ngebug mulu mending dana tai 40k gw ilang,aplikasi ngebug mulu mending dana tai k hilang,0,2,0,2
proses cepat,proses cepat,0,1,0,0
Penanganan nya lambat,tangan lambat,0,2,0,0
Sangat bagus,bagus,0,1,0,0
Josss sak pol e,josss sak pol e,0,1,0,0
Terimakasih lebih baik,terima kasih lebih baik,0,1,0,0
Mau login di persulit payah ovo,login sulit payah,0,0,2,0
"Sya tap up ovo udah 3 hari gaq masuk"" dana-nya. Padahal sya udah lapor di pihak ovo namun tidak ada tanggapan. Sya bingung cara kembalikan uang sya gmna..",tap up hari gaq masuk dana lapor pihak tanggap bingung cara kembali uang,0,2,0,2
"Gimana si ovo, abis di TF ke ovo tiba tiba gabisa kebuka ovonya, suruh nunggu 1 jam",habis transfer tiba tiba buka ovonya suruh tunggu jam,0,2,0,0
sangat puas,puas,0,1,0,0
Susah banget buat log in,susah buat log in,0,0,2,0
Sangat bagus dalam hidup saya,bagus hidup,0,1,0,0
OVO sekarang GK bisa daftar... email nya GK bisa Ter verifikasi.... padahal emailnya aktif,sekarang daftar email ter verifikasi email aktif,0,0,2,0
"Selalu update, rese bgt aplikasinya..lagi mau bayar jadi eror...aplikasi kok dikit dikit update...parah...makin parah kebanyakan di update..lagi urgen hank hong",selalu baru resek aplikasinyalagi bayar eroraplikasi sedikit sedikit updateparahmakin parah banyak updatelagi urgen hank hong,2,2,0,0
"hallo pihak ovo tolong lah diproses secepatnya tentang kendala top up uang yang belum masuk. yang saya laporkan kepada cs tersebut,katanya hanya 3hari saja ini sudah lewat 3hari maaf haya bisa memberi 1bintang aja dulu",halo pihak proses cepat kendala topup uang masuk lapor rekan tersebutkatanya hari lewat hari maaf haya beri bintang dulu,0,2,0,2
Selalu swtia,selalu swtia,0,1,0,0
Knapa sih ovo sekarang mau bayar aja susah susah bangt,sekarang bayar susah susah,2,0,0,0
Mantap 👍,mantap,0,1,0,0
Terlalu banyak biaya untuk top up.,terlalu banyak biaya topup,0,0,0,2
Sebra mahal Pantes bintang sata semu.enak pakai dana grtis biaya,sebra mahal pantas bintang sata semuenak pakai dana grtis biaya,0,2,0,2
TERPERCAYA DAN JUGA AMAN,percaya aman,0,1,0,0
Gagal mulu kalo pembayaran tlol emamg gak dibenerin dari tanggal 23,gagal mulu bayar tlol emamg benar tanggal,2,0,0,0
"Ampas,,, Terlalu lebay buat tingkat keamanan nya... Cuman mau bayar buat isi token listrik aja ditolak truss,,, Apalagi buat transaksi lainnya...biaya Administrasi nya terlalu gde.... Gak cocok buat ada di playstore ini aplikasi....",ampas terlalu lebay buat tingkat aman bayar buat isi token listrik tolak buat transaksi lainnyabiaya administrasi terlalu gede cocok buat playstore aplikasi,2,2,0,2
"Akun gwa mau ku backup karena ada saldo yang ketanem di situ 1,5 kenapa akunnya ke backup uangnya kaga",akun ku backup saldo ketanem situ akun backup uang,0,0,0,2
"Mengecewakan, terimakasih!",kecewa terima kasih,0,2,0,0
"DEVICE TIDAK DIROOT DAN DOWNLOAD MELALUI PLAYSTORE, KENAPA GABISA MASUK. PADAHAL BARU AJA ISI SALDO",device diroot unduh lalu playstore masuk baru isi saldo,0,2,0,0
"Dari kemarin mau bayar ovo pake qris gagal mulu, kenapa sih",kemarin bayar pakai qris gagal mulu,2,0,0,0
"Mau login aja susah, link kadaluarsa terus. Padahal baru masuk ke sms. Makin ngaco aja ini ovo",login susah link kadaluarsa baru masuk sms makin kacau,0,2,2,0
"PLIS LAH MAU VERIFIKASI GA PERLU PAKE SMS ANJINGGGG APK SAMPAH, BUAT MELALUI WA KAN BISA!!",verifikasi perlu pakai sms anjingggg sampah buat lalu wa,0,2,2,0
Sangat Keren. Terutama bagi saya yang tidak memiliki buku rek.,keren utama milik buku rek,0,1,0,0
Aplikasinya gak jelas. Mau verifikasi ngk bisa,aplikasi jelas verifikasi,0,2,2,0
"Makin parah abis nih ovo, pembayaran pake Qris sll gagal, saldo jadi terpenjara gak bs kmana2. Bukanya meningkatkan pelayanan malah makin memburuk",makin parah habis bayar pakai qris selalu gagal saldo penjara buka tingkat layan makin buruk,2,2,0,2
"OVO tanpa konfirmasi, saldo OVO 550.000 main debet aja dr google play. security nya dmna??",konfirmasi saldo main debet google play security,0,2,0,2
Kenapaya kode verifikasi nya gak masuk di sms,kenapaya kode verifikasi masuk sms,0,0,2,0
Sangat membantu,bantu,0,1,0,0
gak bisa jdi premier karna msh nyangkut di akun lama malah yg lama ilang jdi gak bisa tolong di permudah lah jgn bikin susah,premier sangkut akun lama lama hilang mudah jangan bikin susah,0,2,2,0
Ok bgt,oke,0,1,0,0
Cukup lama pakai ovi dan memuaskan. Tidak pernah troble. Transaksi tepat waktu dan menyenangkan,cukup lama pakai ovi muas pernah troble transaksi tepat waktu senang,1,1,0,0
"Terimakasih OVO,,,,,",terima kasih,0,1,0,0
"setiap saya mau bayar merchant gabisa,alesannya Karna keamanan akun padahal akun saya ga kenapa kenapa,tolong diperbaiki lah semenjak update jadi begini",bayar merchant gabisaalesannya aman akun akun kenapatolong baik semenjak baru begini,2,2,0,0
Kenapa untuk pembayaran ke lazada sangat sulit sekali,bayar lazada sulit sekali,2,0,0,0
"Kenapa ovo sering gagal memuat konten,, mohon di jawab, soalnya saya mau bayar malah nggak bisa gara-gara gagal memuat konten",sering gagal muat konten mohon jawab soal bayar gara gara gagal muat konten,2,0,0,0
Sy suda punya tapi d pake sm orng lain ko bisa????,punya pakai orang,0,0,2,0
Kenapa ovo saya gak bisa diatgrep,diatgrep,0,0,2,0
mohon maaf min sebelumnya saya tf dri ovo ke bank bca tp prosesnya 4 hari belum masuk² padahal diapknya tulisannya max 2hari kerja sedangkan ini sudah 4 hari mohon diproses ya ka,mohon maaf min belum transfer bank baca proses hari masuk diapknya tulis max hari kerja hari mohon proses kakak,2,0,0,0
Mantap jiwa,mantap jiwa,0,1,0,0
S&k promo sering dimanipulasi,surat putus promo sering manipulasi,0,0,0,2
Good job,good job,0,1,0,0
Good mantap,good mantap,0,1,0,0
Bagus banget,bagus,0,1,0,0
Transaksi pending gimana ya,transaksi pending,2,0,0,0
Gampang aplnya,gampang aplnya,0,1,0,0
Manteb banget,mantap,0,1,0,0
DARI SEKIAN BANYAK E WALET..OVO YG PALING PARAH DARI YG TERPARAH..transfer bank kena admin gede banget ..malah lama ga masuk masuk....tapi e walet lain..gratis...langsung masuk...by ovo,sekian banyak e waletovo parah terparahtransfer bank admin gede lama masuk masuktapi e walet laingratislangsung masukby,0,2,0,2
Kalo ada kendala cuma di suruh ngubungin sana sini.. Ujung ujungnya ga bisa di bantu asuulah!!!,kendala suruh ngubungin sana sini ujung ujung bantu asuulah,0,2,0,0
Buat ngirin atau pembayaran suka gagal,buat ngirin bayar suka gagal,2,0,0,0
Bagus banget apk ovo pembayarn ny cepat,bagus pembayarn cepat,1,1,0,0
Apk tolol,tolol,0,2,0,0
Lama banget buat transaksi parah bangetttttt,lama buat transaksi parah,2,0,0,0
"apk rusak, tiba tiba ga bisa tf sesama ovo",rusak tiba tiba transfer sama,2,2,0,0
sementara ini bagus.,bagus,0,1,0,0
Transaksi lebih mudah,transaksi lebih mudah,1,0,0,0
biaya admin mahal ga kaya dana huh payah nyesel pakai ovo,biaya admin mahal dana huh payah sesal pakai,0,2,0,2
apk nggak jls buat daftarin aja kagak bisa,jelas buat daftarin,0,0,2,0
"Ganti hp karna hp rusak & coba login keovo bisa tp ga bisa lakukan transaksi walau saldo ada dll.coba tanya kendala ke cs ovo mlh dpt jawaban luar binasa ""wajib pakai yg pernah login ovo"".ckckck klo hp rusak gimana mo login & kok mlh dibikin ribet ga kyak ewallet sebelah",ganti handphone handphone rusak coba login keovo laku transaksi saldo dllcoba tanya kendala rekan jawab luar binasa wajib pakai pernah login ovockckck handphone rusak login buat ribet ewallet belah,2,2,0,0
Aplikasi jelek jangan ada yg download ovo dehh!!!. Masa saya mau bayar tagihan ga bisa2 sebelumnya baik2 aja dan mau pindahin dananya harus diupgrade ke ovo premier namun tidak bisa dengan alasan ovo saya sudah dimodifikasi padhal ga diapa2in satu2nya jalan harus login di perangkat lain tpi untuk verifikasinya susah ga bisa2 alhasil dana saya nyangkut ga bisa diapa2in,aplikasi jelek jangan unduh deh bayar tagih belum baik pindahin dana tingkat premier alas modifikasi padhal apa satu jalan login perangkat verifikasi susah alhasil dana sangkut apa,2,2,2,2
"Top up 60.000 ribu dana masuk 58.500 Beneran maling, mohon kembalikan nominal 1500 sy tidak ikhlas",topup ribu dana masuk benar maling mohon kembali nominal ikhlas,0,2,0,2
"Nah, baru bisa transaksi lagi, setelah laporan ke cs nya, good admin",nah baru transaksi lapor rekan good admin,1,1,0,0
"pas belum tau kirain ribet,,eehh ternyata asyik punya lho pakai OVO... terimakasih OVO",tau kira ribeteehh nyata asyik punya lo pakai terima kasih,0,1,0,0
"Jgn dowload ini gk mutu. .saldo admin kepotong belakangan aneh bgt njirr,aturan waktu top up kasih notif biaya admin..bego yg bkin aplikasi",jangan dowload mutu saldo admin potong belakang aneh njirraturan waktu topup kasih notifikasi biaya adminbego bikin aplikasi,0,2,0,2
"Mudah di gunakan, dalam transaksi apapun",mudah guna transaksi apa,1,0,0,0
Uang saya nyangkut udah 2 hari ngirim ke rek BCA status nya masih dalam proses udah dua hari,uang sangkut hari kirim rek baca status proses hari,2,0,0,2
jelek kinerja aplikasi nya sering gagal transfer dan pelaporan saya masih proses mulu.. aplikasi ga guna,jelek kerja aplikasi sering gagal transfer lapor proses mulu aplikasi,2,2,0,0
Tolong dong saya TF dari ovo ke BRI berhasil tapi uang nya ga masuk sedangkan saldo udah kepotong ini suruh nunggu 3 hari ini ini udah 3 hari blum ada kejelasan,transfer bank rakyat indonesia hasil uang masuk saldo potong suruh tunggu hari hari jelas,2,0,0,2
Sangat membantu dan praktis,bantu praktis,0,1,0,0
Lama lama kaya rentenir. Masa qta nerima dana di potong juga.,lama lama rentenir terima dana potong,0,2,0,2
Sangat membantu,bantu,0,1,0,0
Ga bisa log in!!!!!,log in,0,0,2,0
Isi pulsa gagal terus,isi pulsa gagal,2,0,0,0
Ngak jelas ngirim kode otp nya ntah yg mana,jelas kirim kode otp entah,0,0,2,0
Maaf bintang saya kurangi drastis Habis update malah parah Biasa transfer cepat sekarang proses terus..... Terakhir saya transfer melalui apk ovo ini Sampai kapan nih duit ketahan Saya ngemis² pinjem duit buat beli obat ke org lain Bener² parah kau ovo,maaf bintang kurang drastis habis baru parah biasa transfer cepat sekarang proses akhir transfer lalu kapan duit tahan emis pinjam duit buat beli obat orang benar parah,2,2,0,0
Aplikasi cepet,aplikasi cepat,0,1,0,0
Apk ini mantap dan mudah digunakan,mantap mudah guna,0,1,0,0
Gimana top up dari kemarn gak masuk masuk...,topup kemarin masuk masuk,0,0,0,2
Lumayan bagus,lumayan bagus,0,1,0,0
"Top up biaya, transfer biaya. Transaksi proses lamabat banyak pendingnya. Kerja secara profesiona, jangan cuma ambil biaya admin pertransaksi saja bisanya. PAHAM !!!",topup biaya transfer biaya transaksi proses lamabat banyak pending kerja profesiona jangan ambil biaya admin transaksi bisa paham,2,0,0,2
"Baru aja daftar dan pake aplikasi ini dah kecewa...., saldo terpotong tapi gak masuk ke penerima malah ilang ntah kemana....",baru daftar pakai aplikasi kecewa saldo potong masuk terima hilang entah,0,2,0,2
udah melakukn pembayaran . pembayaran d preoses aja padahal saldo sudah ke ambil tp ke pembayaran tujuan gak nyampe ... payahhhh,laku bayar bayar preoses saldo ambil bayar tuju payahhhh,2,2,0,2
Sangat bagus,bagus,0,1,0,0
Ok pula.....,oke,0,1,0,0
Kalo transfer saldo gagal ngurus nya susah,transfer saldo gagal urus susah,0,2,0,0
"Ewalet paling ga guna,kadang suka transaksi gagal terus, biaya admin mahal",ewalet gunakadang suka transaksi gagal biaya admin mahal,2,2,0,2
"Alhamdulillah, saldo saya yang hilang kembali lagi, saya gak kembali ternyata kembali juga",alhamdulillah saldo hilang nyata,0,0,0,1
apk bagus,bagus,0,1,0,0
Aplikasi ini sangat membantu,aplikasi bantu,0,1,0,0
"ovo kamu kenapa? aku mau daftar ehh g bisa pake huruf, klo angka lancar jaya.. tolong diperbaiki lah",daftar eh pakai huruf angka lancar jaya baik,0,2,2,0
Sangat terbantu,bantu,0,1,0,0
"Aplikasi yg sangat berguna,",aplikasi guna,0,1,0,0
"Status transaksi berhasil tetapi saldo tidak ada di penerima, Padahal Saldo udah ke potong. SANGAT AMAT KECEWA KEPADA PIHAK OVO.",status transaksi hasil saldo terima saldo potong kecewa pihak,2,2,0,2
Oke mantap,oke mantap,0,1,0,0
Bagus tapi biaya adminnya mahal,bagus biaya adminnya mahal,0,1,0,2
"apk anj ga jelas udh masuk,malah suruh bikin akun lagi gajelas bngst",anjing jelas masukmalah suruh bikin akun jelas bangsat,0,2,2,0
Sangat terbantu 😊,bantu,0,1,0,0
dengan menggunakan aplikasi ovo semua transaksi sangat mudah,guna aplikasi semua transaksi mudah,1,0,0,0
mau isi kuota malah ga bisa hadeeh kemarin2 bisa skrg ga bsa ini apa ya maksudnya saya jelas jelas tidak pakai modifikasi tapi di bilang nya pakai modifikasi hadeh ovo sekarang jelek susah hp orian di bilang pakai modifikasi segala aneh aneh aja ovo,isi kuota aduh kemarin sekarang maksud jelas jelas pakai modifikasi bilang pakai modifikasi aduh sekarang jelek susah handphone orian bilang pakai modifikasi segala aneh aneh,2,2,0,0
Nominal top up tolong jangan 20k sedangkan saya butuh 10k gimana ini sih min ewalet nya gak kayak sebelah tanpa ribet jadi bebas pengguna mau top up berapa aja . Blm lagi kalo kalo top dipotong 1500 . Mohon diperhatikan dan diperbaiki lagi min . Terimakasih...,nominal topup jangan k butuh k min ewalet belah ribet bebas guna topup berapa top potong mohon perhati baik min terima kasih,0,2,0,2
Ovo paling mantap,mantap,0,1,0,0
"Kadang tak bisa mengirim sesama ovo,dan jga BANK",kadang tak kirim sama ovodan bank,2,0,0,0
Mau upgrade gak bisa.. tanpa penjelasan kurang syarat nya apa aja.. bingung jadinya mau upgrade selalu di tolak,tingkat jelas kurang syarat bingung jadi tingkat selalu tolak,0,0,2,0
Biaya admin terlalu mahal,biaya admin terlalu mahal,0,0,0,2
Nga jlas ni aplikasi di buka gagal terus,jelas aplikasi buka gagal,0,2,0,0
mudah bertransaksi,mudah transaksi,1,0,0,0
"Aplikasi nggak jelas nggak bisa melakukan transaksi pembayaran aplikasi kontl developer korups ,uang gua 1jt udah nggak bisa di pake",aplikasi jelas laku transaksi bayar aplikasi kontl developer korupsi uang juta pakai,2,2,0,2
Sangat membantu dikala dibutuhkan Terima kasih ovo,bantu kala butuh terima kasih,0,1,0,0
Nih apk gjls,gjls,0,2,0,0
Susah banget transaksi ke sesama ovo,susah transaksi sama,2,0,0,0
tingkatkan bosq biar lebih siiiiipppp.👌👌👌👌,tingkat bos biar lebih siiiiipppp,0,1,0,0
Ovo dah jelek krim verifikasi lewat link,jelek krim verifikasi lewat link,0,0,2,0
Sangat membantu,bantu,0,1,0,0
Mudah digunakan,mudah guna,0,1,0,0
Biayaya nya terlalu mahal ga kaya dompet digital yg lain,biayaya terlalu mahal dompet digital,0,0,0,2
Sangat puas,puas,0,1,0,0
Ovo sedang brengsek lagi dibutuhkan susah on,sedang berengsek butuh susah on,0,2,0,0
Ok ok ok,oke oke oke,0,1,0,0
Kemudahan transaksi,mudah transaksi,1,0,0,0
"Apk busuk hari hari udh transfer / topup saldo ga masuk laporan nunggu lama bener , dev dan jajarannya ngantuk",busuk hari hari transfer topup saldo masuk lapor tunggu lama benar dev jajar antuk,2,2,0,2
"ini pembayarannya knp ga bisa mulu dah, aktivitas mencurigakan mulu aneh aplikasi jelek",bayar mulu aktivitas curiga mulu aneh aplikasi jelek,2,2,0,0
Ovo mah nyekek terlalu banyak admin nya klo tf dari apk lain ajh ada biaya admin terus saldo yang masuk masih ke potong juga hadehhh,cekik terlalu banyak admin transfer biaya admin saldo masuk potong hadehhh,0,2,0,2
Kami puas,puas,0,1,0,0
Bagus sekali,bagus sekali,0,1,0,0
"Transfer saya tidak masuk nominal 203000 ke rekening bank. Status proses terus,,, sungguh menyesal pakai ovo. 😡😡😡😡😡😡😡😡😡😡😡😡😡😡",transfer masuk nominal rekening bank status proses sungguh sesal pakai,2,2,0,0
Susah sekali mendaftar di apk ini,susah sekali daftar,0,2,2,0
"Transfer bank lama 2 hari nggk d kash tau dari awal ketentuannya. Kesal gua. Kalau ad bntang minus gua kash minus. Liat riview lain semua sama, mendi g nggk usah d pakek aja ni aplikasi",transfer bank lama hari kash tau awal tentu kesal bntang minus kash minus lihat riview semua mendi usah pakai aplikasi,2,2,0,0
"Setiap habis isi saldo pasti logout sendiri, bikin susah aja",habis isi saldo logout sendiri bikin susah,0,2,0,0
Mempermudah semuanya...terbaik pokonamah lah...wkwkwkw,mudah semuanyaterbaik pokonamah lahwkwkwkw,0,1,0,0
"gak bsa2 verifikasi malah keblokir akunnya, Mana saldonya sdh terlanjur ditop up. dsuruh msukan email malah ngebug sendiri,berulang2 trs smpe berkali2 keblokir",verifikasi blokir akun saldo lanjur top up dsuruh msukan email ngebug sendiriberulang kali blokir,0,0,2,0
"Bisa nya terima duit , pas mau ditransfer gak bisa karena belum upgrade , mau upgrade malah katanya gak bisa , aplikasi maling , idioott ovo",terima duit transfer tingkat tingkat kata aplikasi maling idioott,2,2,2,0
"Di notifikasi ovocash masuk transfer 100rb tp pas mau pembayaran ga kebaca uangnya padahal uang di atm udah ketarik 100rb, di upgrade juga sama aja di profil kebaca saldonya pas transaksi pembayaran ga ada, payah! Cuma bikin emosi!",notifikasi ovocash masuk transfer ribu bayar baca uang uang atm tarik ribu tingkat profil baca saldo transaksi bayar payah bikin emosi,2,2,2,0
"Disuruh masukkan nama lengkap tapi tidak bisa diketik, cuma bisa 1 karakter sedangkan minimal 3-40 karakter👎",suruh masuk nama lengkap ketik karakter minimal karakter,0,0,2,0
maaf ka tolong bantuin saya daftar ovo dong dari kemarin gabisa daftar dan saat saya memencet bantuan itu ga muncul apapun cuma ada opsi 👍🏻👎🏻 gitu terus aku disuruh update apa ya tadi namanya udah ku update juga gabisa,maaf kakak bantu daftar kemarin daftar pencet bantu muncul apa opsi suruh baru tadi nama ku baru,0,2,2,0
cepat transaksinya,cepat transaksi,1,0,0,0
"Balikin uang saya, uang saya nyangkut di ovo, transaksi transfer berhasil tapi uang ga masuk ke rekening,, aneh😡, udh nlp cs suruh nunggu aja udh 20 hari",kembali uang uang sangkut transaksi transfer hasil uang masuk rekening aneh nlp rekan suruh tunggu hari,2,2,0,2
"Mau hub CS aja susah amat, apa lg CS yg di WA masa sabtu&Minggu libur semua, org mah yg nama nya CS 24jam nonstop, susah amat mau daftar premier apk gajelas..",hubung rekan susah rekan wa sabtu minggu libur semua orang nama rekan jam nonstop susah daftar premier jelas,0,2,2,0
Tidak bs tf krn upgrade k kpremier tidak bisa.,transfer tingkat k kpremier,2,2,2,0
Mudah dikasih petunjuk jelas,mudah kasih tunjuk jelas,0,1,0,0
"Musnah aja lu apk, setiap bayar parkir Pake OVO pasti Bermasalah",musnah bayar parkir pakai masalah,2,2,0,0
Upgrade ke premier susah di tolak terus padahal sesuai data di ektp mohon di permudah,tingkat premier susah tolak sesuai data elektonik kartu tanda duduk mohon mudah,0,0,2,0
"Terlalu, setiap top up ke ovo kena biaya admin. Jadi bayar 2X admin, top up dari bank kena admin sampai di ovo dipotong admin juga 1500. Sangat menguntungkan anda. Harusnya untuk top up ke ovo gak usah ada biaya admin, kecuali transfer dari ovo ke lainnya wajarlah itu.",terlalu topup biaya admin bayar admin topup bank admin potong admin untung harus topup usah biaya admin transfer lain wajar,0,0,0,2
"Ini ovo skrg ngini amat yaa , update primer kaga bisa , kendala , coba itu sistem benerin buat ribet aja",sekarang ngini baru primer kendala coba sistem benar buat ribet,0,2,2,0
Sangat membantu,bantu,0,1,0,0
Baik sekali,baik sekali,0,1,0,0
"Paling parah, tranfer ke ovo ada potongan admin kacau ga kaya gopay bebas admin",parah tranfer potong admin kacau gopay bebas admin,0,2,0,2
"Ovo gajel, duit ku nyangkut 550k asem, buat bayar prometric",gajel duit ku sangkut k asem buat bayar prometric,0,2,0,2
Cpt sekali transaksinya oi,cepat sekali transaksi oi,1,0,0,0
